text_id,id,token_in_Indonesian,token_in_English,entity,argument
GEM-01357,GEM-01357.032,italia,Italy,B-PLOC,PLACE-ARG
GEM-01358,GEM-01358.001,ddc,ddc,B-ORG,OFFICER-ARG
GEM-01358,GEM-01358.002,jateng,Central Java,B-PLOC,PLACE-ARG
GEM-01358,GEM-01358.003,-,-,O,O
GEM-01358,GEM-01358.004,bencana,disaster,O,O
GEM-01358,GEM-01358.005,gempa,earthquake,B-EVE,FALSE-EVENT
GEM-01358,GEM-01358.006,bumi,earth,I-EVE,FALSE-EVENT
GEM-01358,GEM-01358.007,yang,Which,O,O
GEM-01358,GEM-01358.008,disusul,followed,O,O
GEM-01358,GEM-01358.009,tsunami,tsunami,O,O
GEM-01358,GEM-01358.010,di,in,O,O
GEM-01358,GEM-01358.011,palu,hammer,B-LOC,PLACE-ARG
GEM-01358,GEM-01358.012,ternyata,it turns out,O,O
GEM-01358,GEM-01358.013,menghasilkan,produce,O,O
GEM-01358,GEM-01358.014,ide,idea,O,O
GEM-01358,GEM-01358.015,dan,And,O,O
GEM-01358,GEM-01358.016,karya,work,O,O
GEM-01358,GEM-01358.017,luar,outside,O,O
GEM-01358,GEM-01358.018,biasa,normal,O,O
GEM-01358,GEM-01358.019,pada,on,O,O
GEM-01358,GEM-01358.020,dua,two,O,O
GEM-01358,GEM-01358.021,siswa,student,O,O
GEM-01358,GEM-01358.022,mtsn,mtsn,O,O
GEM-01358,GEM-01358.023,8,8,O,O
GEM-01358,GEM-01358.024,sragen,Sragen,B-PLOC,PLACE-ARG
GEM-01358,GEM-01358.025,di,in,O,O
GEM-01358,GEM-01358.026,kalijambe,Kalijambe,O,O
GEM-01358,GEM-01358.027,menyaksikan,watched,O,O
GEM-01359,GEM-01359.001,inilah,here it is,O,O
GEM-01359,GEM-01359.002,prototype,prototype,O,O
GEM-01359,GEM-01359.003,hunian,residence,O,O
GEM-01359,GEM-01359.004,sementara,temporary,O,O
GEM-01359,GEM-01359.005,(,(,O,O
GEM-01359,GEM-01359.006,huntara,huntara,O,O
GEM-01359,GEM-01359.007,),),O,O
GEM-01359,GEM-01359.008,yang,Which,O,O
GEM-01359,GEM-01359.009,dibuat,made,O,O
GEM-01359,GEM-01359.010,oleh,by,O,O
GEM-01359,GEM-01359.011,team,team,O,O
GEM-01359,GEM-01359.012,shelter,shelters,O,O
GEM-01359,GEM-01359.013,yang,Which,O,O
GEM-01359,GEM-01359.014,rencana,plan,O,O
GEM-01359,GEM-01359.015,akan,will,O,O
GEM-01359,GEM-01359.016,dibangun,built,O,O
GEM-01359,GEM-01359.017,bagi,for,O,O
GEM-01359,GEM-01359.018,masyarakat,public,O,O
GEM-01359,GEM-01359.019,yang,Which,O,O
GEM-01359,GEM-01359.020,terdampak,affected,O,O
GEM-01359,GEM-01359.021,gempa,earthquake,B-EVE,FALSE-EVENT
GEM-01359,GEM-01359.022,bumi,earth,I-EVE,FALSE-EVENT
GEM-01359,GEM-01359.023,tsunami,tsunami,O,O
GEM-01359,GEM-01359.024,dan,And,O,O
GEM-01359,GEM-01359.025,likuifaksi,liquefaction,O,O
GEM-01359,GEM-01359.026,di,in,O,O
GEM-01359,GEM-01359.027,palu,hammer,B-LOC,PLACE-ARG
GEM-01359,GEM-01359.028,sigi,sigi,B-LOC,PLACE-ARG
GEM-01359,GEM-01359.029,donggala,Donggala,B-LOC,PLACE-ARG
GEM-01359,GEM-01359.030,parigi,Paris,B-LOC,PLACE-ARG
GEM-01359,GEM-01359.031,moutong,moutong,B-LOC,PLACE-ARG
GEM-01359,GEM-01359.032,-,-,O,O
GEM-01359,GEM-01359.033,sulteng,Central Sulawesi,B-LOC,PLACE-ARG
GEM-01359,GEM-01359.034,cc,cc,O,O
GEM-01360,GEM-01360.001,ada,There is,O,O
GEM-01360,GEM-01360.002,bencana,disaster,O,O
GEM-01360,GEM-01360.003,pesawat,aircraft,O,O
GEM-01360,GEM-01360.004,jatuh,fall,O,O
GEM-01360,GEM-01360.005,gempa,earthquake,B-EVE,FALSE-EVENT
GEM-01360,GEM-01360.006,bumi,earth,I-EVE,FALSE-EVENT
GEM-01360,GEM-01360.007,saja,just,O,O
GEM-01360,GEM-01360.008,masih,Still,O,O
GEM-01360,GEM-01360.009,di,in,O,O
GEM-01360,GEM-01360.010,politisi,politician,O,O
GEM-01360,GEM-01360.011,dan,And,O,O
GEM-01360,GEM-01360.012,menyalahkan,blame,O,O
GEM-01360,GEM-01360.013,pemerintah,government,O,O
GEM-01360,GEM-01360.014,kok,how come,O,O
GEM-01360,GEM-01360.015,hopeless,hopeless,O,O
GEM-01360,GEM-01360.016,lah,lah,O,O
GEM-01360,GEM-01360.017,orang-orang,people,O,O
GEM-01360,GEM-01360.018,brengsek,asshole,O,O
GEM-01360,GEM-01360.019,itu,That,O,O
GEM-01361,GEM-01361.001,menko,coordinating minister,O,O
GEM-01361,GEM-01361.002,pmk,pmk,O,O
GEM-01361,GEM-01361.003,puan,ma'am,O,O
GEM-01361,GEM-01361.004,maharani,empress,O,O
GEM-01361,GEM-01361.005,memimpin,lead,O,O
GEM-01361,GEM-01361.006,rapat,meeting,O,O
GEM-01361,GEM-01361.007,tingkat,level,O,O
GEM-01361,GEM-01361.008,menteri,minister,O,O
GEM-01361,GEM-01361.009,tentang,about,O,O
GEM-01361,GEM-01361.010,percepatan,acceleration,O,O
GEM-01361,GEM-01361.011,pemulihan,recovery,O,O
GEM-01361,GEM-01361.012,pasca,post,O,O
GEM-01361,GEM-01361.013,bencana,disaster,O,O
GEM-01361,GEM-01361.014,gempa,earthquake,B-EVE,FALSE-EVENT
GEM-01361,GEM-01361.015,bumi,earth,I-EVE,FALSE-EVENT
GEM-01361,GEM-01361.016,di,in,O,O
GEM-01361,GEM-01361.017,nusa,homeland,B-LOC,PLACE-ARG
GEM-01361,GEM-01361.018,tenggara,southeast,I-LOC,PLACE-ARG
GEM-01361,GEM-01361.019,barat,west,I-LOC,PLACE-ARG
GEM-01361,GEM-01361.020,(,(,O,O
GEM-01361,GEM-01361.021,ntb,ntb,B-LOC,PLACE-ARG
GEM-01361,GEM-01361.022,),),O,O
GEM-01362,GEM-01362.001,selamat,Happy,O,O
GEM-01362,GEM-01362.002,pagi,Morning,O,O
GEM-01362,GEM-01362.003,alhamdulillah,thank God,O,O
GEM-01362,GEM-01362.004,pdam,tap,B-ORG,OFFICER-ARG
GEM-01362,GEM-01362.005,tirta,tirta,O,O
GEM-01362,GEM-01362.006,pakuan,nail,B-PLOC,PLACE-ARG
GEM-01362,GEM-01362.007,kota,city,B-PLOC,PLACE-ARG
GEM-01362,GEM-01362.008,bogor,Bogor,I-PLOC,PLACE-ARG
GEM-01362,GEM-01362.009,berkesempatan,opportunity,O,O
GEM-01362,GEM-01362.010,menyerahkan,deliver,O,O
GEM-01362,GEM-01362.011,bantuan,help,O,O
GEM-01362,GEM-01362.012,kemanusiaan,humanity,O,O
GEM-01362,GEM-01362.013,untuk,For,O,O
GEM-01362,GEM-01362.014,korban,victim,O,O
GEM-01362,GEM-01362.015,gempa,earthquake,B-EVE,FALSE-EVENT
GEM-01362,GEM-01362.016,bumi,earth,I-EVE,FALSE-EVENT
GEM-01362,GEM-01362.017,dan,And,O,O
GEM-01362,GEM-01362.018,tsunami,tsunami,O,O
GEM-01362,GEM-01362.019,di,in,O,O
GEM-01362,GEM-01362.020,kota,city,O,O
GEM-01362,GEM-01362.021,palu,hammer,B-LOC,PLACE-ARG
GEM-01362,GEM-01362.022,sulawesi,Sulawesi,B-LOC,PLACE-ARG
GEM-01362,GEM-01362.023,tengah,middle,I-LOC,PLACE-ARG
GEM-01362,GEM-01362.024,bantuan,help,O,O
GEM-01363,GEM-01363.001,*,*,O,O
GEM-01363,GEM-01363.002,english,english,O,O
GEM-01363,GEM-01363.003,below,below,O,O
GEM-01363,GEM-01363.004,iswan,iswan,O,O
GEM-01363,GEM-01363.005,pital,pital,O,O
GEM-01363,GEM-01363.006,dan,And,O,O
GEM-01363,GEM-01363.007,mudi,helm,O,O
GEM-01363,GEM-01363.008,adalah,is,O,O
GEM-01363,GEM-01363.009,3,3,O,O
GEM-01363,GEM-01363.010,bersaudara,brothers,O,O
GEM-01363,GEM-01363.011,yang,Which,O,O
GEM-01363,GEM-01363.012,selamat,Happy,O,O
GEM-01363,GEM-01363.013,dari,from,O,O
GEM-01363,GEM-01363.014,gempa,earthquake,B-EVE,FALSE-EVENT
GEM-01363,GEM-01363.015,bumi,earth,I-EVE,FALSE-EVENT
GEM-01363,GEM-01363.016,dan,And,O,O
GEM-01363,GEM-01363.017,likuifaksi,liquefaction,O,O
GEM-01363,GEM-01363.018,yang,Which,O,O
GEM-01363,GEM-01363.019,terjadi,happen,O,O
GEM-01363,GEM-01363.020,di,in,O,O
GEM-01363,GEM-01363.021,palu,hammer,B-LOC,PLACE-ARG
GEM-01363,GEM-01363.022,sigi,sigi,B-LOC,PLACE-ARG
GEM-01363,GEM-01363.023,dan,And,O,O
GEM-01363,GEM-01363.024,donggala,Donggala,B-LOC,PLACE-ARG
GEM-01363,GEM-01363.025,bulan,month,O,O
GEM-01363,GEM-01363.026,oktober,October,B-ARG,TIME-ARG
GEM-01363,GEM-01363.027,lalu,Then,O,O
GEM-01363,GEM-01363.028,rumah,House,O,O
GEM-01363,GEM-01363.029,mereka,they,O,O
GEM-01363,GEM-01363.030,hancur,destroyed,O,O
GEM-01363,GEM-01363.031,dan,And,O,O
GEM-01363,GEM-01363.032,kini,now,O,O
GEM-01363,GEM-01363.033,mereka,they,O,O
GEM-01363,GEM-01363.034,tinggal,stay,O,O
GEM-01363,GEM-01363.035,di,in,O,O
GEM-01364,GEM-01364.001,gempa,earthquake,B-EVE,EARTHQUAKE-EVENT
GEM-01364,GEM-01364.002,4,4,B-ARG,INFORMATION-ARG
GEM-01364,GEM-01364.003,9,9,I-ARG,INFORMATION-ARG
GEM-01364,GEM-01364.004,sr,sr,I-ARG,INFORMATION-ARG
GEM-01364,GEM-01364.005,guncang,shake,O,O
GEM-01364,GEM-01364.006,poso,Poso,B-LOC,PLACE-ARG
GEM-01364,GEM-01364.007,hari,day,O,O
GEM-01364,GEM-01364.008,ini,This,O,O
GEM-01364,GEM-01364.009,selasa,Tuesday,B-ARG,TIME-ARG
GEM-01364,GEM-01364.010,13,13,I-ARG,TIME-ARG
GEM-01364,GEM-01364.011,november,November,I-ARG,TIME-ARG
GEM-01364,GEM-01364.012,2018,2018,I-ARG,TIME-ARG
GEM-01364,GEM-01364.013,sulawesi,Sulawesi,B-LOC,PLACE-ARG
GEM-01364,GEM-01364.014,tengah,middle,I-LOC,PLACE-ARG
GEM-01364,GEM-01364.015,|,|,O,O
GEM-01364,GEM-01364.016,realitas,reality,O,O
GEM-01364,GEM-01364.017,-,-,O,O
GEM-01364,GEM-01364.018,gempa,earthquake,B-EVE,EARTHQUAKE-EVENT
GEM-01364,GEM-01364.019,bumi,earth,I-EVE,EARTHQUAKE-EVENT
GEM-01364,GEM-01364.020,kembali,return,O,O
GEM-01364,GEM-01364.021,mengguncang,shake,O,O
GEM-01364,GEM-01364.022,sulawesi,Sulawesi,B-LOC,PLACE-ARG
GEM-01364,GEM-01364.023,tengah,middle,I-LOC,PLACE-ARG
GEM-01364,GEM-01364.024,hari,day,O,O
GEM-01364,GEM-01364.025,ini,This,O,O
GEM-01364,GEM-01364.026,selasa,Tuesday,B-ARG,TIME-ARG
GEM-01364,GEM-01364.027,(,(,O,O
GEM-01364,GEM-01364.028,13/11/2018,11/13/2018,B-ARG,TIME-ARG
GEM-01364,GEM-01364.029,),),O,O
GEM-01364,GEM-01364.030,tepatnya,specifically,O,O
GEM-01364,GEM-01364.031,di,in,O,O
GEM-01364,GEM-01364.032,daerah,area,O,O
GEM-01364,GEM-01364.033,doda,doda,B-LOC,PLACE-ARG
GEM-01364,GEM-01364.034,kabupaten,regency,B-LOC,PLACE-ARG
GEM-01364,GEM-01364.035,poso,Poso,I-LOC,PLACE-ARG
GEM-01364,GEM-01364.036,pada,on,O,O
GEM-01364,GEM-01364.037,pukul,o'clock,B-ARG,TIME-ARG
GEM-01364,GEM-01364.038,0:04:38,0:04:38,I-ARG,TIME-ARG
GEM-01364,GEM-01364.039,wita,wita,I-ARG,TIME-ARG
GEM-01364,GEM-01364.040,berdasarkan,based on,O,O
GEM-01364,GEM-01364.041,hasil,results,O,O
GEM-01364,GEM-01364.042,analisis,analysis,O,O
GEM-01364,GEM-01364.043,bmkg,bmkg,B-ORG,OFFICER-ARG
GEM-01364,GEM-01364.044,yang,Which,O,O
GEM-01364,GEM-01364.045,dilansir,reported,O,O
GEM-01364,GEM-01364.046,tr,tr,O,O
GEM-01365,GEM-01365.001,pemerintah,government,O,O
GEM-01365,GEM-01365.002,terus,Keep going,O,O
GEM-01365,GEM-01365.003,melakukan,do,O,O
GEM-01365,GEM-01365.004,berbagai,various,O,O
GEM-01365,GEM-01365.005,upaya,effort,O,O
GEM-01365,GEM-01365.006,dalam,in,O,O
GEM-01365,GEM-01365.007,masa,period,O,O
GEM-01365,GEM-01365.008,pemulihan,recovery,O,O
GEM-01365,GEM-01365.009,kerusakan,damage,O,O
GEM-01365,GEM-01365.010,pascabencana,post-disaster,O,O
GEM-01365,GEM-01365.011,gempa,earthquake,B-EVE,FALSE-EVENT
GEM-01365,GEM-01365.012,bumi,earth,I-EVE,FALSE-EVENT
GEM-01365,GEM-01365.013,yang,Which,O,O
GEM-01365,GEM-01365.014,disertai,accompanied,O,O
GEM-01365,GEM-01365.015,tsunami,tsunami,O,O
GEM-01365,GEM-01365.016,dan,And,O,O
GEM-01365,GEM-01365.017,likuifaksi,liquefaction,O,O
GEM-01365,GEM-01365.018,yang,Which,O,O
GEM-01365,GEM-01365.019,terjadi,happen,O,O
GEM-01365,GEM-01365.020,di,in,O,O
GEM-01365,GEM-01365.021,sejumlah,a number,O,O
GEM-01365,GEM-01365.022,wilayah,region,O,O
GEM-01365,GEM-01365.023,di,in,O,O
GEM-01365,GEM-01365.024,sulawesi,Sulawesi,B-LOC,PLACE-ARG
GEM-01365,GEM-01365.025,tengah,middle,I-LOC,PLACE-ARG
GEM-01366,GEM-01366.001,program,program,O,O
GEM-01366,GEM-01366.002,luar,outside,O,O
GEM-01366,GEM-01366.003,negara,country,O,O
GEM-01366,GEM-01366.004,sukarelawan,volunteer,O,O
GEM-01366,GEM-01366.005,peserta,participant,O,O
GEM-01366,GEM-01366.006,terkini,latest,O,O
GEM-01366,GEM-01366.007,:,:,O,O
GEM-01366,GEM-01366.008,2/10,2/10,O,O
GEM-01366,GEM-01366.009,kesan,impression,O,O
GEM-01366,GEM-01366.010,gempa,earthquake,B-EVE,FALSE-EVENT
GEM-01366,GEM-01366.011,bumi,earth,I-EVE,FALSE-EVENT
GEM-01366,GEM-01366.012,&,&,O,O
GEM-01366,GEM-01366.013,tsunami,tsunami,O,O
GEM-01366,GEM-01366.014,yang,Which,O,O
GEM-01366,GEM-01366.015,melanda,struck,O,O
GEM-01366,GEM-01366.016,palu,hammer,B-LOC,PLACE-ARG
GEM-01366,GEM-01366.017,di,in,O,O
GEM-01366,GEM-01366.018,sulawesi,Sulawesi,B-LOC,PLACE-ARG
GEM-01366,GEM-01366.019,tengah,middle,I-LOC,PLACE-ARG
GEM-01366,GEM-01366.020,indonesia,Indonesia,B-LOC,PLACE-ARG
GEM-01366,GEM-01366.021,pada,on,O,O
GEM-01366,GEM-01366.022,28,28,B-ARG,TIME-ARG
GEM-01366,GEM-01366.023,september,September,I-ARG,TIME-ARG
GEM-01366,GEM-01366.024,2018,2018,I-ARG,TIME-ARG
GEM-01366,GEM-01366.025,yang,Which,O,O
GEM-01366,GEM-01366.026,lalu,Then,O,O
GEM-01366,GEM-01366.027,bukanlah,it's not,O,O
GEM-01366,GEM-01366.028,kerosakkan,damage,O,O
GEM-01366,GEM-01366.029,yang,Which,O,O
GEM-01366,GEM-01366.030,boleh,OK,O,O
GEM-01366,GEM-01366.031,dipulihkan,restored,O,O
GEM-01366,GEM-01366.032,dalam,in,O,O
GEM-01366,GEM-01366.033,masa,period,O,O
GEM-01366,GEM-01366.034,yang,Which,O,O
GEM-01366,GEM-01366.035,singkat,short,O,O
GEM-01366,GEM-01366.036,ianya,it is,O,O
GEM-01366,GEM-01366.037,akan,will,O,O
GEM-01367,GEM-01367.001,segala,all,O,O
GEM-01367,GEM-01367.002,upaya,effort,O,O
GEM-01367,GEM-01367.003,dilakukan,done,O,O
GEM-01367,GEM-01367.004,pemerintah,government,O,O
GEM-01367,GEM-01367.005,untuk,For,O,O
GEM-01367,GEM-01367.006,memulihkan,restore,O,O
GEM-01367,GEM-01367.007,kerusakan,damage,O,O
GEM-01367,GEM-01367.008,pascabencana,post-disaster,O,O
GEM-01367,GEM-01367.009,gempa,earthquake,B-EVE,FALSE-EVENT
GEM-01367,GEM-01367.010,bumi,earth,I-EVE,FALSE-EVENT
GEM-01367,GEM-01367.011,tsunami,tsunami,O,O
GEM-01367,GEM-01367.012,dan,And,O,O
GEM-01367,GEM-01367.013,likuifasi,liquefaction,O,O
GEM-01367,GEM-01367.014,yang,Which,O,O
GEM-01367,GEM-01367.015,terjadi,happen,O,O
GEM-01367,GEM-01367.016,di,in,O,O
GEM-01367,GEM-01367.017,sulawesi,Sulawesi,B-LOC,PLACE-ARG
GEM-01367,GEM-01367.018,tengah,middle,I-LOC,PLACE-ARG
GEM-01367,GEM-01367.019,beberapa,a number of,O,O
GEM-01367,GEM-01367.020,waktu,time,O,O
GEM-01367,GEM-01367.021,lalu,Then,O,O
GEM-01368,GEM-01368.001,tanggapan,response,O,O
GEM-01368,GEM-01368.002,kejadian,incident,O,O
GEM-01368,GEM-01368.003,gempa,earthquake,B-EVE,EARTHQUAKE-EVENT
GEM-01368,GEM-01368.004,bumi,earth,I-EVE,EARTHQUAKE-EVENT
GEM-01368,GEM-01368.005,tanggal,date,O,O
GEM-01368,GEM-01368.006,13,13,B-ARG,TIME-ARG
GEM-01368,GEM-01368.007,november,November,I-ARG,TIME-ARG
GEM-01368,GEM-01368.008,2018,2018,I-ARG,TIME-ARG
GEM-01368,GEM-01368.009,di,in,O,O
GEM-01368,GEM-01368.010,timur,east,B-LOC,PLACE-ARG
GEM-01368,GEM-01368.011,laut,sea,I-LOC,PLACE-ARG
GEM-01368,GEM-01368.012,mimika,Mimika,I-LOC,PLACE-ARG
GEM-01368,GEM-01368.013,papua,Papua,B-LOC,PLACE-ARG
GEM-01369,GEM-01369.001,budikaryas,budikaryas,O,O
GEM-01369,GEM-01369.002,:,:,O,O
GEM-01369,GEM-01369.003,1,1,O,O
GEM-01369,GEM-01369.004,kami,we,O,O
GEM-01369,GEM-01369.005,memberikan,give,O,O
GEM-01369,GEM-01369.006,penghormatan,respect,O,O
GEM-01369,GEM-01369.007,kepada,to,O,O
GEM-01369,GEM-01369.008,almarhum,late,O,O
GEM-01369,GEM-01369.009,anthonius,Anthony,O,O
GEM-01369,GEM-01369.010,gunawan,Gunawan,O,O
GEM-01369,GEM-01369.011,agung,great,O,O
GEM-01369,GEM-01369.012,petugas,officer,O,O
GEM-01369,GEM-01369.013,air,water,O,O
GEM-01369,GEM-01369.014,traffic,traffic,O,O
GEM-01369,GEM-01369.015,control,controls,O,O
GEM-01369,GEM-01369.016,(,(,O,O
GEM-01369,GEM-01369.017,atc,atc,O,O
GEM-01369,GEM-01369.018,),),O,O
GEM-01369,GEM-01369.019,yang,Which,O,O
GEM-01369,GEM-01369.020,gugur,fall,O,O
GEM-01369,GEM-01369.021,saat,moment,O,O
GEM-01369,GEM-01369.022,bertugas,on duty,O,O
GEM-01369,GEM-01369.023,pada,on,O,O
GEM-01369,GEM-01369.024,musibah,disaster,O,O
GEM-01369,GEM-01369.025,gempa,earthquake,B-EVE,FALSE-EVENT
GEM-01369,GEM-01369.026,bumi,earth,I-EVE,FALSE-EVENT
GEM-01369,GEM-01369.027,di,in,O,O
GEM-01369,GEM-01369.028,palu-donggala,Palu-Donggala,B-LOC,PLACE-ARG
GEM-01369,GEM-01369.029,pada,on,O,O
GEM-01369,GEM-01369.030,28,28,B-ARG,TIME-ARG
GEM-01369,GEM-01369.031,september,September,I-ARG,TIME-ARG
GEM-01369,GEM-01369.032,2018,2018,I-ARG,TIME-ARG
GEM-01369,GEM-01369.033,sebagai,as,O,O
GEM-01369,GEM-01369.034,bentuk,form,O,O
GEM-01369,GEM-01369.035,apresiasi,appreciation,O,O
GEM-01369,GEM-01369.036,pemerintah,government,O,O
GEM-01369,GEM-01369.037,memakamkan,bury,O,O
GEM-01369,GEM-01369.038,almar,deceased,O,O
GEM-01370,GEM-01370.001,tsunami,tsunami,O,O
GEM-01370,GEM-01370.002,terjadi,happen,O,O
GEM-01370,GEM-01370.003,ketika,when,O,O
GEM-01370,GEM-01370.004,ada,There is,O,O
GEM-01370,GEM-01370.005,gangguan,disturbance,O,O
GEM-01370,GEM-01370.006,yang,Which,O,O
GEM-01370,GEM-01370.007,menyebabkan,cause,O,O
GEM-01370,GEM-01370.008,perpindahan,displacement,O,O
GEM-01370,GEM-01370.009,sejumlah,a number,O,O
GEM-01370,GEM-01370.010,besar,big,O,O
GEM-01370,GEM-01370.011,air,water,O,O
GEM-01370,GEM-01370.012,misalnya,for example,O,O
GEM-01370,GEM-01370.013,letusan,eruption,O,O
GEM-01370,GEM-01370.014,gunung,mountain,O,O
GEM-01370,GEM-01370.015,berapi,fiery,O,O
GEM-01370,GEM-01370.016,gempa,earthquake,B-EVE,FALSE-EVENT
GEM-01370,GEM-01370.017,bumi,earth,I-EVE,FALSE-EVENT
GEM-01370,GEM-01370.018,longsor,landslide,O,O
GEM-01370,GEM-01370.019,bahkan,even,O,O
GEM-01370,GEM-01370.020,meteor,meteor,O,O
GEM-01370,GEM-01370.021,yang,Which,O,O
GEM-01370,GEM-01370.022,jatuh,fall,O,O
GEM-01370,GEM-01370.023,ke,to,O,O
GEM-01370,GEM-01370.024,bumi,earth,O,O
GEM-01370,GEM-01370.025,namun,However,O,O
GEM-01370,GEM-01370.026,90,90,O,O
GEM-01370,GEM-01370.027,%,%,O,O
GEM-01370,GEM-01370.028,tsunami,tsunami,O,O
GEM-01370,GEM-01370.029,yang,Which,O,O
GEM-01370,GEM-01370.030,terjadi,happen,O,O
GEM-01370,GEM-01370.031,di,in,O,O
GEM-01370,GEM-01370.032,indonesia,Indonesia,B-PLOC,PLACE-ARG
GEM-01370,GEM-01370.033,disebabkan,caused,O,O
GEM-01370,GEM-01370.034,gempa,earthquake,B-EVE,FALSE-EVENT
GEM-01370,GEM-01370.035,bumi,earth,I-EVE,FALSE-EVENT
GEM-01370,GEM-01370.036,bawah,lower,O,O
GEM-01370,GEM-01370.037,laut,sea,O,O
GEM-01371,GEM-01371.001,rakyat,people,O,O
GEM-01371,GEM-01371.002,disarankan,recommended,O,O
GEM-01371,GEM-01371.003,muat,load,O,O
GEM-01371,GEM-01371.004,turun,down,O,O
GEM-01371,GEM-01371.005,aplikasi,application,O,O
GEM-01371,GEM-01371.006,mycuaca,myweather,O,O
GEM-01371,GEM-01371.007,secara,in a way,O,O
GEM-01371,GEM-01371.008,percuma,it's useless,O,O
GEM-01371,GEM-01371.009,menerusi,through,O,O
GEM-01371,GEM-01371.010,google,google,O,O
GEM-01371,GEM-01371.011,play,play,O,O
GEM-01371,GEM-01371.012,&,&,O,O
GEM-01371,GEM-01371.013,app,app,O,O
GEM-01371,GEM-01371.014,store,store,O,O
GEM-01371,GEM-01371.015,bagi,for,O,O
GEM-01371,GEM-01371.016,dapatkan,get it,O,O
GEM-01371,GEM-01371.017,info,info,O,O
GEM-01371,GEM-01371.018,berkaitan,related,O,O
GEM-01371,GEM-01371.019,gempa,earthquake,B-EVE,FALSE-EVENT
GEM-01371,GEM-01371.020,bumi,earth,I-EVE,FALSE-EVENT
GEM-01371,GEM-01371.021,&,&,O,O
GEM-01371,GEM-01371.022,tsunami,tsunami,O,O
GEM-01371,GEM-01371.023,di,in,O,O
GEM-01371,GEM-01371.024,negara,country,O,O
GEM-01371,GEM-01371.025,ini,This,O,O
GEM-01371,GEM-01371.026,-,-,O,O
GEM-01371,GEM-01371.027,tksu,thanks,O,O
GEM-01371,GEM-01371.028,(,(,O,O
GEM-01371,GEM-01371.029,sains,science,O,O
GEM-01371,GEM-01371.030,teknologi,technology,O,O
GEM-01371,GEM-01371.031,dan,And,O,O
GEM-01371,GEM-01371.032,inovasi,innovation,O,O
GEM-01371,GEM-01371.033,),),O,O
GEM-01371,GEM-01371.034,di,in,O,O
GEM-01371,GEM-01371.035,kementerian,ministry,B-ORG,OFFICER-ARG
GEM-01371,GEM-01371.036,tenaga,power,I-ORG,OFFICER-ARG
GEM-01371,GEM-01371.037,sains,science,I-ORG,OFFICER-ARG
GEM-01371,GEM-01371.038,teknologi,technology,I-ORG,OFFICER-ARG
GEM-01371,GEM-01371.039,alam,natural,I-ORG,OFFICER-ARG
GEM-01371,GEM-01371.040,sekitar,around,I-ORG,OFFICER-ARG
GEM-01371,GEM-01371.041,&,&,I-ORG,OFFICER-ARG
GEM-01371,GEM-01371.042,perubahan,change,I-ORG,OFFICER-ARG
GEM-01371,GEM-01371.043,iklim,climate,I-ORG,OFFICER-ARG
GEM-01371,GEM-01371.044,(,(,O,O
GEM-01371,GEM-01371.045,mestecc,mestecc,O,O
GEM-01371,GEM-01371.046,),),O,O
GEM-01372,GEM-01372.001,gempa,earthquake,B-EVE,FALSE-EVENT
GEM-01372,GEM-01372.002,bumi,earth,I-EVE,FALSE-EVENT
GEM-01372,GEM-01372.003,yang,Which,O,O
GEM-01372,GEM-01372.004,terjadi,happen,O,O
GEM-01372,GEM-01372.005,di,in,O,O
GEM-01372,GEM-01372.006,palu,hammer,B-LOC,PLACE-ARG
GEM-01372,GEM-01372.007,dan,And,O,O
GEM-01372,GEM-01372.008,donggala,Donggala,B-LOC,PLACE-ARG
GEM-01372,GEM-01372.009,sulawesi,Sulawesi,B-LOC,PLACE-ARG
GEM-01372,GEM-01372.010,tengah,middle,I-LOC,PLACE-ARG
GEM-01372,GEM-01372.011,serta,as well as,O,O
GEM-01372,GEM-01372.012,daerah,area,O,O
GEM-01372,GEM-01372.013,di,in,O,O
GEM-01372,GEM-01372.014,sekitarnya,surroundings,O,O
GEM-01372,GEM-01372.015,sudah,Already,O,O
GEM-01372,GEM-01372.016,diprediksi,predicted,O,O
GEM-01372,GEM-01372.017,sebelumnya,previously,O,O
GEM-01372,GEM-01372.018,oleh,by,O,O
GEM-01372,GEM-01372.019,para,para,O,O
GEM-01372,GEM-01372.020,tenaga,power,O,O
GEM-01372,GEM-01372.021,ahli,expert,O,O
GEM-01373,GEM-01373.001,gempa,earthquake,B-EVE,FALSE-EVENT
GEM-01373,GEM-01373.002,bumi,earth,I-EVE,FALSE-EVENT
GEM-01373,GEM-01373.003,di,in,O,O
GEM-01373,GEM-01373.004,bali,Bali,B-LOC,PLACE-ARG
GEM-01374,GEM-01374.001,semua,all,O,O
GEM-01374,GEM-01374.002,salah,Wrong,O,O
GEM-01374,GEM-01374.003,jokowi,jokowi,O,O
GEM-01374,GEM-01374.004,-tsunami,-tsunami,O,O
GEM-01374,GEM-01374.005,salah,Wrong,O,O
GEM-01374,GEM-01374.006,jokowi,jokowi,O,O
GEM-01374,GEM-01374.007,-gempa,-earthquake,B-EVE,FALSE-EVENT
GEM-01374,GEM-01374.008,bumi,earth,I-EVE,FALSE-EVENT
GEM-01374,GEM-01374.009,salah,Wrong,O,O
GEM-01374,GEM-01374.010,jokowi,jokowi,O,O
GEM-01374,GEM-01374.011,-banjir,-flood,O,O
GEM-01374,GEM-01374.012,salah,Wrong,O,O
GEM-01374,GEM-01374.013,jokowi,jokowi,O,O
