created_at,id_str,full_text_in_Indonesian,full_text_in_English
2018-04-01 17:01:06+00:00,980490246759436288,"ketika udah nyupir mobil bertahun tahun, antar kota, provinsi hingga pulau 😁.  eh terlibat kecelakaan cm grgr sendal nyangkut di pedal rem, pas mau rem keganjel, panik dan lalu salah injek pedal,   kok konyol yah 😥","when I've been driving a car for years, between cities, provinces and islands 😁. eh, I was involved in an accident and my sandals got stuck in the brake pedal, when I was about to brake it got stuck, I panicked and then pressed the wrong pedal, how ridiculous is that 😥"
2018-04-01 17:17:18+00:00,980494323543244800,Kecelakaan besarlah bagi tiap2 orang yang banyak berdusta lagi banyak berdosa(Q.S Al-Jasiyah : 7),Great disaster for everyone who lies a lot and sins a lot (Q.S Al-Jasiyah: 7)
2018-04-01 17:19:16+00:00,980494821667172354,"ane org zaman skrang. ada org kecelakaan malah dilihatin aja, ngak ditolongnya..",I'm a person from today. There are people who have accidents and they just look at them and don't help them..
2018-04-01 17:20:09+00:00,980495041595457536,"Sopir Ngantuk, Tiga Mobil Kecelakaan Beruntun di Logandeng https://t.co/kFxxxfZoK6","Sleepy Driver, Three Car Accidents in a Row in Logandeng https://t.co/kFxxxfZoK6"
2018-04-01 17:29:02+00:00,980497277893591040,"Dalam banyak2 malam, malam ni jugak mata aku pilih untuk tidak mengantuk, apakah kecelakaan ini?","On many nights, this night my eyes choose not to sleep, is this an accident?"
2018-04-01 17:30:52+00:00,980497737887113216,"48. kejahatan dan kecelakaan adalah paling dekat dgn anda dan kluarga. Lengkapi diri dgn Ilmu Selamat dr Ilmu hikmah Kewalian Nusantara,https://t.co/e78l9tcUcA","48. Crime and accidents are closest to you and your family. Equip yourself with Safe Knowledge from the Wisdom of the Archipelago, https://t.co/e78l9tcUcA"
2018-04-01 17:52:12+00:00,980503108018102272,"Jatuh cinta itu adalah sebuah kecelakaan yang sangat indah,, dan sebaiknya yang kita alami berulang kali pada orang yang sama,, tapi Jika tidaklah untuk selamanya..!! itu bukanlah cinta","Falling in love is a very beautiful accident,, and it's best that we experience it over and over again with the same person,, but if it's not forever..!! that's not love"
2018-04-01 18:00:25+00:00,980505174828437504,Setiap Tahun Ada Sekitar 25ribu Kematian Akibat Kecelakaan Yang Berhubungan Dengan Gangguan Tidur Di Amerika Serikat,Every year there are approximately 25 thousand deaths due to accidents related to sleep disorders in the United States
2018-04-01 18:06:59+00:00,980506829959540737,"Kecelakaan di Jalan Hang Tuah Denpasar, Mahasiswa Ini Tak ... - Tribun Bali https://t.co/ylq2N6PRew","Accident on Jalan Hang Tuah Denpasar, This Student Didn't... - Tribun Bali https://t.co/ylq2N6PRew"
2018-04-01 18:10:17+00:00,980507660456902657,"Korban penipuan mah ga sakit, korban kecelakaan juga biasa,","Fraud victims don't get sick, accident victims are also common."
2018-04-01 19:12:34+00:00,980523333488844800,"Prabowo Sebut Kecelakaan Proyek Karena Mark Up, Ini Kata Sandiaga https://t.co/NftJSwxLEl https://t.co/e1mroW2HKD","Prabowo Calls Project Accident Due to Mark Up, This is Sandiaga's Word https://t.co/NftJSwxLEl https://t.co/e1mroW2HKD"
2018-04-01 19:47:02+00:00,980532006059524096,"Akibat Jalan Berlubang di Lakbok Ciamis, Seorang Pengendara Alami Kecelakaan https://t.co/AEYzmMTjWO https://t.co/JNLloKXJ2j","Due to Potholes in Lakbok Ciamis, a Motorist Had an Accident https://t.co/AEYzmMTjWO https://t.co/JNLloKXJ2j"
2018-04-01 20:42:20+00:00,980545922613501952,"@munfess kesurupan seangkatan,hamil,kecelakaan,dibunuh","@munfess was possessed by a classmate, pregnant, in an accident, murdered"
2018-04-01 21:16:19+00:00,980554477051707392,"Banyak Kecelakaan Akibat Lubang Maut, Relawan Jalanan Beraksi di Yos Sudarso Gombong https://t.co/3v5iBxOr4q","Many Accidents Due to Deadly Holes, Street Volunteers Take Action in Yos Sudarso Gombong https://t.co/3v5iBxOr4q"
2018-04-01 21:21:44+00:00,980555839315492864,"Ini bukan kecelakaan "" Conan Edogawa","This wasn't an accident"" Conan Edogawa"
2018-04-01 21:48:08+00:00,980562481721565184,Saya suka video @YouTube https://t.co/S50W2H8RwM TERUNGKAP! 5 KECELAKAAN ASTRONOT SAAT PERJALANAN LUAR ANGKASA YANG DISEMBUNYIKAN,I love the @YouTube video https://t.co/S50W2H8RwM REVEALED! 5 ASTRONAUT ACCIDENTS DURING SPACE TRAVEL THAT WERE HIDDEN
2018-04-01 21:51:08+00:00,980563236058615808,"Melihat Kecelakaan, Kendaraan Mogok. Hub Info Tol &amp  Bantuan tol_mms.WA 081311581445 #Indonesia_Ayo_Aman_Berlalu_Lintas https://t.co/XMBaX2ka6L","Seeing Accidents, Vehicles Breaking Down. Toll Info &amp Help Hub tol_mms.WA 081311581445 #Indonesia_Ayo_Aman_Berlalu_Lintas https://t.co/XMBaX2ka6L"
2018-04-01 21:58:12+00:00,980565015529865216,"Akibat Jalan Berlubang di Lakbok Ciamis, Seorang Pengendara Alami Kecelakaan https://t.co/6w2lqGrN2c via @@harapanrakyat","Due to Potholes in Lakbok Ciamis, a Motorist Had an Accident https://t.co/6w2lqGrN2c via @@harapanrakyat"
2018-04-01 22:00:18+00:00,980565543261413376,Kecelakaan beruntun mobil Tesla akibat kesalahan sopir https://t.co/8YiDY6f7pC https://t.co/J2kJHTosGT,Tesla car accidents due to driver error https://t.co/8YiDY6f7pC https://t.co/J2kJHTosGT
2018-04-01 22:51:29+00:00,980578423365033984,"Melihat Kecelakaan, Kendaraan Mogok. Hub Info Tol &amp  Bantuan tol_mms.WA 081311581445 #Indonesia_Ayo_Aman_Berlalu_Lintas https://t.co/eYSSnKDhDa","Seeing Accidents, Vehicles Breaking Down. Toll Info &amp Help Hub tol_mms.WA 081311581445 #Indonesia_Ayo_Aman_Berlalu_Lintas https://t.co/eYSSnKDhDa"
2018-04-01 22:57:16+00:00,980579879212077057,"Untuk mengurangi angka kecelakaan balap moto GP, pihak panitia membuat polisi tidur di setiap lintasan. "" Jomblo Baper ","To reduce the number of Moto GP racing accidents, the committee installed speed bumps on each track. ""Baper Singles"
2018-04-01 23:08:45+00:00,980582771063050240,"korban penipuan gak sakit, korban kecelakaan juga biasa,","Fraud victims don't get sick, accident victims are also common,"
2018-04-01 23:15:09+00:00,980584382611288064,"dok bbrp saat stlh jatuh , minggu 18-peb-2018 ... #kecelakaan  #takdiralloh #alhamdulillah #halloudin","doc several times after falling, Sunday 18-peb-2018... #accident #takdiralloh #alhamdulillah #halloudin"
2018-04-01 23:19:24+00:00,980585450585841664,Ada kecelakaan sepeda motor di flyover kuningan @TMCPoldaMetro harap ditinjau,"There was a motorbike accident at the Kuningan flyover @TMCPoldaMetro, please review"
2018-04-01 23:37:45+00:00,980590067507904512,"7:37:32 AM  kecelakaan utara simpang gunung agung mahendradata, korban masih dilokasi,ambulan BPBD Kota Denpasar melakukan evakuasi","7:37:32 AM accident north of Mount Agung Mahendradata intersection, victim still at the location, Denpasar City BPBD ambulance carries out evacuation"
2018-04-01 23:41:25+00:00,980590991349506048,06.41: RT @HenyFirdawati: Arus lalu lintas di Flyover Pasupati #Bdg arah Surapati dan Jl Dr. Djunjunan ramai lancar dan #cuaca cerah berawan. Hindari berputar arah usai turunan flyover rawan kecelakaan. #ElshintaExist https://t.co/rsEVCBjuxZ,06.41: RT @HenyFirdawati: Traffic flow on the Pasupati #Bdg Flyover towards Surapati and Jl Dr. Djunjunan is busy and the #weather is clear and cloudy. Avoid turning around after the accident-prone flyover descent. #ElshintaExist https://t.co/rsEVCBjuxZ
2018-04-01 23:45:23+00:00,980591990772416513,Inilah Foto-foto Langka Kecelakaan Pesawat Ulang Alik Challenger Tahun 1986 : https://t.co/vx7QrschCb,These are Rare Photos of the 1986 Challenger Space Shuttle Crash: https://t.co/vx7QrschCb
2018-04-01 23:46:00+00:00,980592145609342977,"Rasa takut akan kematian adalah yang paling dibenarkan dari semua ketakutan, karena tidak ada risiko kecelakaan bagi seseorang yang sudah mati.","The fear of death is the most justified of all fears, because there is no risk of accident to someone who is already dead."
2018-04-01 23:58:06+00:00,980595189382201344,"06.25: RT @HenyFirdawati  Lalu-lintas di Flyover Pasupati #Bdg arah Surapati dan Jl.Dr.Djunjunan ramai, #Cuaca cerah berawan. Hindari berputar arah usai turunan flyover, rawan kecelakaan. #TagarElshinta https://t.co/UvCsmDWHSC","06.25: RT @HenyFirdawati Traffic on the Pasupati Flyover #Bdg towards Surapati and Jl.Dr.Djunjunan is busy, #Weather is clear and cloudy. Avoid turning around after descending the flyover, it is prone to accidents. #TagarElshinta https://t.co/UvCsmDWHSC"
2018-04-01 23:59:52+00:00,980595635635261440,"Stop Pelanggaran, Stop Kecelakaan, Keselamatan untuk Kemanusiaan. Terimakasih Ibu Kapolda… https://t.co/dcfgJsKOoW","Stop Violations, Stop Accidents, Safety for Humanity. Thank you, Mrs. Kapolda... https://t.co/dcfgJsKOoW"
2018-04-02 17:57:18+00:00,980866781198786565,"Jatuh cinta adalah kecelakaan yang paling indah, dan sebaiknya kita alami berkali-kali kepada orang yang sama.","Falling in love is the most beautiful accident, and we should experience it many times with the same person."
2018-04-02 18:02:28+00:00,980868081256984577,Tips Sederhana Menghindari Kecelakaan  https://t.co/rON75EDOBe #Submitshop,Simple Tips to Avoid Accidents https://t.co/rON75EDOBe #Submitshop
2018-04-02 18:12:00+00:00,980870476892286976,Kecelakaan di Losail Tak Buat Hubungan Lorenzo dengan Pemasok Rem Ducati Memanas https://t.co/kRObUxY6fn,Losail accident doesn't make Lorenzo's relationship with brake supplier Ducati hot up https://t.co/kRObUxY6fn
2018-04-02 18:50:46+00:00,980880233476837378,Asuransi untuk Mobil Kecelakaan  https://t.co/i2wp31X6QR #Submitshop,Insurance for Car Accidents https://t.co/i2wp31X6QR #Submitshop
2018-04-02 18:59:09+00:00,980882343178235905,Perlindungan Autocillin Untuk Mobil Kecelakaan  https://t.co/1ULOZKgqPD #Submitshop,Autocillin Protection for Car Accidents https://t.co/1ULOZKgqPD #Submitshop
2018-04-02 19:07:35+00:00,980884468784418821,Hal Yang Bisa Menyebabkan Mobil Kecelakaan  https://t.co/gYP3jmnqni #Submitshop,Things That Can Cause Car Accidents https://t.co/gYP3jmnqni #Submitshop
2018-04-02 19:15:45+00:00,980886523032883200,Autocillin Asuransi Tepat Untuk Mobil Kecelakaan  https://t.co/eeN4Kkh35A #Submitshop,Autocillin The Right Insurance for Car Accidents https://t.co/eeN4Kkh35A #Submitshop
2018-04-02 19:18:29+00:00,980887210491719680,@detikcom narasi palsu si pembela habib riziz yg jd panglima karna kecelakaan ..prestasi 0,@detikcom fake narrative of defender Habib Riziz who became commander in chief because of an accident...achievement 0
2018-04-02 20:00:02+00:00,980897666514132992,Kurang tidur selama 1 jam meningkatkan kemungkinan kecelakaan lalu-lintas sebanyak 8 persen.,Not getting enough sleep for 1 hour increases the chance of a traffic accident by 8 percent.
2018-04-02 20:00:02+00:00,980897667856257024,Kurang tidur selama 1 jam meningkatkan kemungkinan kecelakaan lalu-lintas sebanyak 8 persen.,Not getting enough sleep for 1 hour increases the chance of a traffic accident by 8 percent.
2018-04-02 20:09:10+00:00,980899964833288192,"Pada 11 Desember 2012, Hyosung mengalami kecelakaan dan mengalami cedera serius, tetapi Zinger mendapat luka paling serius","On December 11, 2012, Hyosung had an accident and suffered serious injuries, but Zinger received the most serious injuries"
2018-04-02 20:24:58+00:00,980903943059337216,KECELAKAAN PONOROGO : Satu Orang Meninggal dan Seorang ... - Solopos https://t.co/05ZNU6vhDz,PONOROGO ACCIDENT: One Person Dies and One... - Solopos https://t.co/05ZNU6vhDz
2018-04-02 20:44:00+00:00,980908730928648192,KECELAKAAN PONOROGO : Satu Orang Meninggal dan Seorang ... - Solopos https://t.co/nyzktvxzxQ,PONOROGO ACCIDENT: One Person Dies and One... - Solopos https://t.co/nyzktvxzxQ
2018-04-02 20:44:55+00:00,980908960046710785,"“Bagiku, keajaiban yang paling besar terjadi setelah aku mengalami kecelakaan. Dokter mengatakan bahwa aku hampir tidak mungkin bisa berjalan lagi. Tapi aku sembuh, jauh lebih cepat daripada yang diperkirakan.”—Heechul [BOT]","“For me, the biggest miracle happened after I had an accident. The doctor said it was almost impossible for me to walk again. But I recovered, much faster than expected.”—Heechul [BOT]"
2018-04-02 20:52:52+00:00,980910963334504448,@CahyaCuk Kecelakaan?,@CahyaCuk Accident?
2018-04-02 21:36:44+00:00,980922002461540352,"“Rabah Kudo”, Truk Box ini Alami Kecelakaan Tunggal https://t.co/o7j3nsA7X3 https://t.co/f4IeUYIVnw","“Rabah Kudo”, This Box Truck Has a Single Accident https://t.co/o7j3nsA7X3 https://t.co/f4IeUYIVnw"
2018-04-02 21:45:32+00:00,980924215141457920,Jatuhcinta itu kecelakaan. Tp untuk tetap hidup brsama dlm cinta adalah kputusan yg logis. (MarioTeguh),Falling in love is an accident. But to continue living together in love is a logical decision. (Mario Teguh)
2018-04-02 22:02:08+00:00,980928394211745792,"Kecelakaan,pembunuhan,perampokan ada di sekitarkita.. Haruskah Kita TAKUT?hub 082312105777 Pin BB 5C5C8D3C https://t.co/YhrCdDS9Fw","Accidents, murders, robberies are all around us.. Should we be AFRAID? hub 082312105777 Pin BB 5C5C8D3C https://t.co/YhrCdDS9Fw"
2018-04-02 22:13:11+00:00,980931174238273536,@Balikpapanku Kecelakaan tunggal di jln. Marsma Iswahyudi (Tikungan Total) tdk ada korban jiwa &amp  luka2. Kejadian pkl 5:30am. Korban berbaju biru. @satlantasbpn https://t.co/Uj2s7Ms04l,@Balikpapanku Single accident on Jln. Marsma Iswahyudi (Total Bend) no fatalities & no injuries. Incident at 5:30am. The victim is wearing a blue shirt. @satlantasbpn https://t.co/Uj2s7Ms04l
2018-04-02 22:25:22+00:00,980934239980896256,"05.24: @PTJASAMARGA : #Tol_Japek Cikunir - Tambun padat, dampak selesai penanganan kecelakaan. #KLIKElshinta","05.24: @PTJASAMARGA : #Tol_Japek Cikunir - Tambun is congested, the impact of the accident handling has been completed. #CLICKelshinta"
2018-04-02 22:49:14+00:00,980940248329801728,Kecelakaan beruntun melibatkan dua bus dan satu minibus terjadi di ruas jalan tol Cipularang Purwakarta. Saksikan selengkapnya di #RedaksiJabar 3 April 2018 pukul 06.30 WIB hanya di @TRANS7. https://t.co/fKbZjbpcW9 https://t.co/GmgRn38Xi1,A series of accidents involving two buses and a minibus occurred on the Cipularang Purwakarta toll road. Watch the full story in #Jabar Editorial 3 April 2018 at 06.30 WIB only on @TRANS7. https://t.co/fKbZjbpcW9 https://t.co/GmgRn38Xi1
2018-04-02 22:50:14+00:00,980940499057029124,"Kecelakaan Driver Ojek Daring di Matraman, Lalu Lintas Tersendat – Liputan6 Malam https://t.co/TrV5JiunMd","Online Motorbike Taxi Driver Accident in Matraman, Traffic Congestion – Liputan6 Night https://t.co/TrV5JiunMd"
2018-04-02 22:51:26+00:00,980940798928785408,Hal ajaib dan kelakuan Setya Novanto di RS Medika usai kecelakaan https://t.co/XukM6BsURA,Miraculous things and Setya Novanto's behavior at Medika Hospital after the accident https://t.co/XukM6BsURA
2018-04-02 22:52:50+00:00,980941154098274310,Cara Mencegah Dan Menghindari Mobil Kecelakaan  https://t.co/dEH095gdrN #Submitshop,How to Prevent and Avoid Car Accidents https://t.co/dEH095gdrN #Submitshop
2018-04-02 22:56:28+00:00,980942066644672517,Hal ajaib dan kelakuan Setya Novanto di RS Medika usai kecelakaan https://t.co/GBVyjI9fAF #MDK,Miraculous things and Setya Novanto's behavior at Medika Hospital after the accident https://t.co/GBVyjI9fAF #MDK
2018-04-02 22:58:50+00:00,980942664773263360,"Nah, pas bulan Mei 2014.  Sepupu gue sama si Awan mau anniv ke 1 taun.  Dan hal yang tak terduga pun terjadi, si Awan sama si elang ini kecelakaan.  Dan menurut pengakuan elang, si Awan ini helmnya lepas dari kepalanya terus bentur badan truk.   GUE KIRA REMUK KAN. Trnyt engga.","Well, it was May 2014. My cousin and Awan were about to have their 1st anniversary. And something unexpected happened, Cloud and the eagle had an accident. And according to the eagle's statement, Cloud's helmet fell off his head and hit the body of the truck. I THINK IT'S BROKEN, RIGHT. Of course not."
2018-04-02 23:00:20+00:00,980943041807732742,Asuransi Mobil Kecelakaan Autocilin  https://t.co/BtRrjtONny #Submitshop,Autocilin Car Accident Insurance https://t.co/BtRrjtONny #Submitshop
2018-04-02 23:05:19+00:00,980944295204028416,Pengendara yg menggunakan Handphone beresiko 4 kali mengalami kecelakaan cukup serius yg dpt membahayakan diri sendiri serta orang lain.,Motorists who use mobile phones are at risk of 4 serious accidents that can endanger themselves and others.
2018-04-02 23:14:32+00:00,980946613504950272,"Rasa takut akan kematian adalah yang paling dibenarkan dari semua ketakutan, karena tidak ada risiko kecelakaan bagi seseorang yang sudah mati.","The fear of death is the most justified of all fears, because there is no risk of accident to someone who is already dead."
2018-04-02 23:20:24+00:00,980948089253986304,tabrakan=kecelakaan.#kamuscilegon,collision=accident.#dictionary
2018-04-02 23:22:06+00:00,980948517513445376,"Ini bukan kecelakaan "" Conan Edogawa","This wasn't an accident"" Conan Edogawa"
2018-04-02 23:37:50+00:00,980952478354169857,"Cegah Kecelakaan, Polsek Tandes Pantau Jalan Manukan Kulon https://t.co/v8Yk7WC1xs https://t.co/D6gwuvenQd","To Prevent Accidents, Tandes Police Monitor Jalan Manukan Kulon https://t.co/v8Yk7WC1xs https://t.co/D6gwuvenQd"
2018-04-02 23:40:21+00:00,980953110842564608,"Korban penipuan mah ga sakit, korban kecelakaan juga biasa, tpi kalo jdi korban perasaan kmu itu rasanya sakit bgt :’(","Victims of fraud don't hurt, victims of accidents are also normal, but if you are a victim, your feelings feel really painful :'("
2018-04-02 23:43:25+00:00,980953883684978688,#InfoRaka Jasa Raharja Beri Kepastian Jaminan Bagi Para Korban Kecelakaan Tabrakan Beruntun di Tol Cipularang https://t.co/6UrJdQeW5F,#InfoRaka Jasa Raharja Provides Certainty of Guarantees for Victims of Successive Collisions on the Cipularang Toll Road https://t.co/6UrJdQeW5F
2018-04-02 23:49:26+00:00,980955397384278018,https://t.co/waCZMfVoHu Menginvestigasi Kecelakaan Infrastruktur - Pikiran Rakyat https://t.co/9Z3lsapQIx,https://t.co/waCZMfVoHu Investigating Infrastructure Accidents - People's Thoughts https://t.co/9Z3lsapQIx
2018-04-02 23:49:37+00:00,980955443819368450,https://t.co/waCZMfVoHu Menginvestigasi Kecelakaan Infrastruktur - Pikiran Rakyat https://t.co/o2fQ2oWo8V,https://t.co/waCZMfVoHu Investigating Infrastructure Accidents - People's Thoughts https://t.co/o2fQ2oWo8V
2018-04-02 23:52:13+00:00,980956096599810049,"Jatuh cinta itu adalah sebuah kecelakaan yang sangat indah,, dan sebaiknya yang kita alami berulang kali pada orang yang sama,, tapi Jika tidaklah untuk selamanya..!! itu bukanlah cinta","Falling in love is a very beautiful accident,, and it's best that we experience it over and over again with the same person,, but if it's not forever..!! that's not love"
2018-04-03 22:59:22+00:00,981305185678123008,[05:50] #JAKARTA #KECELAKAAN Jl. Margasatwa arah T. B. Simatupang #Elshinta,[05:50] #JAKARTA #ACCIDENT Jl. Wildlife direction T. B. Simatupang #Elshinta
2018-04-03 23:01:31+00:00,981305727699501056,Pagi ini banyak kecelakaan hati-hati ia @ibrahimhusein82,"This morning there were lots of accidents, be careful @ibrahimhusein82"
2018-04-03 23:04:57+00:00,981306591256473601,"Ada Kecelakaan, Lalu Lintas Tol Arah Bandara Soetta Padat https://t.co/xZcOqx1kkn","There is an accident, toll traffic towards Soetta Airport is congested https://t.co/xZcOqx1kkn"
2018-04-03 23:04:58+00:00,981306593282347008,"Kecelakaan Tunggal di JLNT Antasari, Bagian Depan Mobil Ringsek https://t.co/Wj1dDrvwtw","Single Accident at JLNT Antasari, Front of Car Wrecked https://t.co/Wj1dDrvwtw"
2018-04-03 23:05:35+00:00,981306748089716736,06:03 Kecelakaan Truk &amp  Taksi di Jl. KH. Mas Mansyur Jakpus (Karet arah ke Kebon Kacang) &amp  msh penanganan Polri. https://t.co/OpjWg0VWxQ,"06:03 Truck & Taxi Accident on Jl. KH. Mas Mansyur, Central Jakarta (Rubber heading to Kebon Kacang) & still being handled by the National Police. https://t.co/OpjWg0VWxQ"
2018-04-03 23:06:11+00:00,981306899449696256,MENIPU TIMBANGAN  Allah swt berfirman: “Kecelakaan besar bagi orang-orang yang curang (dalam… https://t.co/69kPaPHxdh,"CHEATING THE SCALES Allah SWT says: ""A great accident for those who cheat (in… https://t.co/69kPaPHxdh"
2018-04-03 23:07:16+00:00,981307174491172869,"Ada Kecelakaan, Lalu Lintas Tol Arah Bandara Soetta Padat https://t.co/4q6Pu8uAZY","There is an accident, toll traffic towards Soetta Airport is congested https://t.co/4q6Pu8uAZY"
2018-04-03 23:07:17+00:00,981307175674007553,"Kecelakaan Tunggal di JLNT Antasari, Bagian Depan Mobil Ringsek https://t.co/cc1K9Nxvpm","Single Accident at JLNT Antasari, Front of Car Wrecked https://t.co/cc1K9Nxvpm"
2018-04-03 23:09:18+00:00,981307684765933568,@TMCPoldaMetro dari kemarin banyak sekali yaa kecelakaan mobil menabrak pembatas jalan?🤔🤔🤔,@TMCPoldaMetro there have been lots of car accidents hitting road dividers since yesterday?🤔🤔🤔
2018-04-03 23:09:25+00:00,981307712746135552,"06.09 Imbas kecelakaan antara Dump Truck dgn Taxi, lalu lintas yg mengarah Jalan Layang Karet Bivak arah Kebon Kacang dialihkan sementara. https://t.co/7Rb42hng1g","06.09 Due to an accident between a Dump Truck and a Taxi, traffic heading towards the Karet Bivak Flyover towards Kebon Kacang was temporarily diverted. https://t.co/7Rb42hng1g"
2018-04-03 23:10:54+00:00,981308087263899648,06:10 Proses Evakuasi Kecelakaan Truk &amp  Taksi di Jl. KH. Mas Mansyur Jakpus (Karet arah ke Kebon Kacang) &amp  msh penanganan Polri. https://t.co/2SJbeFNZVA,"06:10 Evacuation Process for Truck & Taxi Accidents on Jl. KH. Mas Mansyur, Central Jakarta (Rubber heading to Kebon Kacang) & still being handled by the National Police. https://t.co/2SJbeFNZVA"
2018-04-03 23:11:16+00:00,981308179110879232,"@info -  Kecelakaan Tunggal di JLNT Antasari, Bagian Depan Mobil Ringsek","@info - Single Accident on JLNT Antasari, Front of Car Wrecked"
2018-04-03 23:11:16+00:00,981308177961676800,"@info -  Ada Kecelakaan, Lalu Lintas Tol Arah Bandara Soetta Padat","@info - There was an accident, toll traffic towards Soetta Airport was congested"
2018-04-03 23:12:28+00:00,981308479896875008,Buat teman2 yg ingin beraktivitas hindari jalan tanah abang dulu krn ada kecelakaan truk @TMCPoldaMetro https://t.co/EpLoM905Pr,"For friends who want to be active, avoid Jalan Tanah Abang first because there was a truck accident @TMCPoldaMetro https://t.co/EpLoM905Pr"
2018-04-03 23:12:46+00:00,981308557374119936,"06.12: RT @TMCPoldaMetro : Imbas kecelakaan antara Dump Truck dgn Taxi, lalu lintas yg mengarah Jalan Layang Karet Bivak arah Kebon Kacang dialihkan sementara. #ElshintaTerusBercuit https://t.co/P9LcZ1nBXz","06.12: RT @TMCPoldaMetro: Due to the accident between a Dump Truck and a Taxi, traffic heading towards the Karet Bivou Flyover towards Kebon Kacang was temporarily diverted. #ElshintaTerusBerusTweet https://t.co/P9LcZ1nBXz"
2018-04-03 23:13:11+00:00,981308663263502336,06:10 Proses Evakuasi Kecelakaan Truk &amp  Taksi di Jl. KH. Mas Mansyur Jakpus (Karet arah ke Kebon Kacang) &amp  msh penanganan Polri. https://t.co/t4z8ZjdkZm @TMCPoldaMetro,"06:10 Evacuation Process for Truck & Taxi Accidents on Jl. KH. Mas Mansyur, Central Jakarta (Rubber heading to Kebon Kacang) & still being handled by the National Police. https://t.co/t4z8ZjdkZm @TMCPoldaMetro"
2018-04-03 23:13:24+00:00,981308715235033088,"06.09 Imbas kecelakaan antara Dump Truck dgn Taxi, lalu lintas yg mengarah Jalan Layang Karet Bivak arah Kebon Kacang dialihkan sementara. https://t.co/VOTCKA7vFl @TMCPoldaMetro","06.09 Due to an accident between a Dump Truck and a Taxi, traffic heading towards the Karet Bivak Flyover towards Kebon Kacang was temporarily diverted. https://t.co/VOTCKA7vFl @TMCPoldaMetro"
2018-04-03 23:13:49+00:00,981308819614519296,06:03 Kecelakaan Truk &amp  Taksi di Jl. KH. Mas Mansyur Jakpus (Karet arah ke Kebon Kacang) &amp  msh penanganan Polri. https://t.co/9EDRnCi4Ue @TMCPoldaMetro,"06:03 Truck & Taxi Accident on Jl. KH. Mas Mansyur, Central Jakarta (Rubber heading to Kebon Kacang) & still being handled by the National Police. https://t.co/9EDRnCi4Ue @TMCPoldaMetro"
2018-04-03 23:13:59+00:00,981308864166428672,#JawabJujur   Kalian lebih milih liat PENAMPAKAN  Atau  Lihat korban KECELAKAAN yang sampe ancur gitu badannya??,#AnswerHonestly Would you rather see the APPEARANCE or see the ACCIDENT victim whose body was so destroyed??
2018-04-03 23:14:16+00:00,981308933620076544,"Ada Kecelakaan, Lalu Lintas Tol Arah Bandara Soetta Padat https://t.co/qz2P47Rohv","There is an accident, toll traffic towards Soetta Airport is congested https://t.co/qz2P47Rohv"
2018-04-03 23:14:22+00:00,981308957946982400,"Kecelakaan Tunggal di JLNT Antasari, Bagian Depan Mobil Ringsek https://t.co/PBvOwd4ODJ","Single Accident at JLNT Antasari, Front of Car Wrecked https://t.co/PBvOwd4ODJ"
2018-04-03 23:20:00+00:00,981310377123196928,"06.13 Kecelakaan kendaraan Honda B 1689 VKP di Jl Raya Bekasi Timur dpn LP Cipinang Jaktim, sdg dalam penanganan Polri https://t.co/Jn2LTdyiJc @TMCPoldaMetro","06.13 Honda B 1689 VKP vehicle accident on Jl Raya Bekasi Timur before Cipinang Prison, East Jakarta, currently being handled by the National Police https://t.co/Jn2LTdyiJc @TMCPoldaMetro"
2018-04-03 23:24:28+00:00,981311500072579074,"Kecelakaan dan keadaan darurat medis tidak pernah liburan, dibutuhkan darah setiap menit, setiap hari dan sepanjang tahun. #bfojogja","Accidents and medical emergencies are never a holiday, blood is needed every minute, every day and all year round. #bfojogja"
2018-04-03 23:25:10+00:00,981311678838173697,Kecelakaan di dpn Muhammadiyah 6 jalan dr Karet-Tn.Abang dialihkan @RadioElshinta @tmcpoldametro… https://t.co/MdmaiZUWEg,Accident in front of Muhammadiyah 6 road from Karet-Tn.Abang diverted @RadioElshinta @tmcpoldametro… https://t.co/MdmaiZUWEg
2018-04-03 23:26:59+00:00,981312136663019526,06.25: kecelakaan mobil yg nyangkut di separator busway depan penjara cipinang ( via Bp Felix) https://t.co/pRigedN3l2,06.25: car accident that got stuck in the busway separator in front of Cipinang prison (via Bp Felix) https://t.co/pRigedN3l2
2018-04-03 23:28:19+00:00,981312472287096832,06:27 Kecelakaan Toyota Avanza B 2005 UFC di Penas Jl. DI. Panjaitan Jaktim &amp  sdh dlm penanganan Polri. https://t.co/Oy9AN3MfKw,06:27 Toyota Avanza B 2005 UFC accident in Penas Jl. IN. Panjaitan East Jakarta &amp; is already being handled by the National Police. https://t.co/Oy9AN3MfKw
2018-04-03 23:29:21+00:00,981312731776036865,06:27 Kecelakaan Toyota Avanza B 2005 UFC di Penas Jl. DI. Panjaitan Jaktim &amp  sdh dlm penanganan Polri. https://t.co/hYDeWqA7w0 @TMCPoldaMetro,06:27 Toyota Avanza B 2005 UFC accident in Penas Jl. IN. Panjaitan East Jakarta &amp; is already being handled by the National Police. https://t.co/hYDeWqA7w0 @TMCPoldaMetro
2018-04-03 23:33:24+00:00,981313751159799809,"Kecelakaan Tunggal di JLNT Antasari, Bagian Depan Mobil Ringsek https://t.co/QSa43zdJeh","Single Accident at JLNT Antasari, Front of Car Wrecked https://t.co/QSa43zdJeh"
