created_at,id_str,full_text_in_Indonesian,full_text_in_English
2020-01-06 23:28:36+00:00,1214327937240981504,Cowo chatan sama satu cewe doang???  BANJIR dija-bo-de-ta-bek gua kuras pakek sendok teh!!!,Guys chat with just one girl??? FLOOD in ja-bo-de-ta-bek I drained it with a teaspoon!!!
2020-01-06 23:28:55+00:00,1214328020367859712,Dari satelit menunjukkan peta kebakaran di australia  sedangkan di Indonesia banjir  semoga Allah segera mengangkat bala dan musibah https://t.co/ZXD2doB7E1,"The satellite shows a map of fires in Australia, while in Indonesia there are floods. Hopefully Allah will soon lift disasters and disasters https://t.co/ZXD2doB7E1"
2020-01-06 23:53:25+00:00,1214334185130754048,#AniesKerjaNyata ini foto w rasa ada yang janggal kunjungan paska banjir otomatis ada lumpur katanya gabener naik sepeda ngunjungi wilayah terdampak banjir  Tapi kenapa ya ban sepedanya bersih tidak ada lumpur ?... Keren keren gabener w mantap https://t.co/NkOFNtQR6F,"#AniesKerjaReal this is a photo. I think there's something odd about the post-flood visit. Automatically there's mud. He said he didn't ride a bicycle to visit flood-affected areas. But why are the bicycle tires clean and there's no mud?... Cool, cool, gabener, great. https://t.co/NkOFNtQR6F"
2020-01-06 23:59:17+00:00,1214335662511419392,Potret Galang dana bersama @bemkmunnes untuk korban Banjir Lebak dan Jabodetabek Terima kasih Di tunggu Kolaborasi Selanjutnya @GusdurianSMG  @GUSDURians https://t.co/UpzFoG6Caa,Portrait of raising funds with @bemkmunnes for victims of the Lebak and Jabodetabek floods. Thank you. Waiting for the next collaboration @GusdurianSMG @GUSDURians https://t.co/UpzFoG6Caa
2020-01-07 15:36:50+00:00,1214571603729604608,Banjir adalah kondisi force majeur. Bencana alam mau salahkan siapa?,Flooding is a force majeure condition. Who are you going to blame for natural disasters?
2020-01-07 15:37:14+00:00,1214571703457599489,Artis Komedian/Pelawak sekaligus Relawan #PMI Kab Bogor Bang Komeng  Dede Sunandar dan Idan Separo dkk kembali turun ke lokasi bencana hibur pengungsi Nanggung dan Sukajaya Kab. Bogor Korban Banjir Bandang dan Longsor.  Cc @ridwankamil @Pak_JK @husainabdullah1 @IFRCAsiaPacific https://t.co/Ed5oJJbP8W,Comedian/Comedian Artist and #PMI Volunteer Bogor District Bang Komeng Dede Sunandar and Idan Separo et al returned to the disaster location to comfort the refugees of Nanggung and Sukajaya District. Bogor Victim of Flash Floods and Landslides. Cc @ridwankamil @Pak_JK @husainabdullah1 @IFRCAsiaPacific https://t.co/Ed5oJJbP8W
2020-01-07 15:58:00+00:00,1214576929002545152,Banjir Bandang Lebak  Sungai Ciberang Melebar dan Jembatan Putus  selengkapnya &gt;&gt; https://t.co/CQwTVnYWKD https://t.co/J2lfwonODU,"Flash Floods in Lebak, Ciberang River Widens and Bridges Broken in full &gt;&gt; https://t.co/CQwTVnYWKD https://t.co/J2lfwonODU"
2020-01-07 16:04:36+00:00,1214578590043344896,Assalamualaikum wr wb  Berita acara bakti sosial bencana banjir bandang Lebak Banten Alhamdulillah amanah telah tersalurkan langsung ke tempat yang sangat terisolasi dampak banjir bandang di daerah Kp Gunung Julang Desa Lebak Setu Kec Lebak gendong Kab Lebak - Banten. https://t.co/5xcDz7yimm,"Assalamualaikum wr wb News of social service events for the Lebak Banten flash flood disaster. Thank God, the mandate has been distributed directly to a very isolated place as a result of the flash flood in the area of ​​Kp Gunung Julang, Lebak Setu Village, Lebak Subdistrict, Lebak Regency, Lebak Regency - Banten. https://t.co/5xcDz7yimm"
2020-01-07 16:05:10+00:00,1214578733761220611,@batasnaluri Sepajang LRT jalur Cibubur kampung rambutan Cawang  di buat apartemen dan perumahan dadakan  padahal jalur hijau  akibatnya kali ke arah Kramat jati bandara Halim banjir.. WERCOK harus tahu kenapa   Jgn  asal terima laporan,"@batasnaluri A section of the LRT on the Cibubur Kampung Rambutan Cawang route has been made into apartments and impromptu housing even though the green route is causing the river heading towards Kramat Jati, Halim Airport to be flooded... WERCOK must know why. Don't just accept the report"
2020-01-07 16:10:33+00:00,1214580088986984449,Gak peduli beda nya apaan. Closing nya tolong dong jangan bikin banjir 😂😂,It doesn't matter what the difference is. Closing please don't cause a flood 😂😂
2020-01-07 16:15:26+00:00,1214581317553143809,Salah satu relawan namanya Parwoto adalah anak desa sijeruk Banjarmangu Banjarnegara yg tahun 2006 juga menjadi korban longsor   saat dewasa ini dia ikut bantu banjir DKI. Dia aktif dlm kegiatan kemanusiaan bersama tim @bpbdjateng . #JatengMakinGayeng  #relawan https://t.co/xmgqoE5kmN,"One of the volunteers, Parwoto, is a child from the village of Sijeruk, Banjarmangu, Banjarnegara, who in 2006 was also a victim of a landslide. Currently, he is helping with the DKI floods. He is active in humanitarian activities with the @bpbdjateng team. #JatengMakinGayeng #relawan https://t.co/xmgqoE5kmN"
2020-01-07 16:16:46+00:00,1214581652048859137,@batasnaluri Astaghfirullohal'azhiim.   Musim hujan blm usai  waspadalah !   Sadarkah mereka akan kemungkinan datangnya banjir yg lebih besar?   Semoga Alloh swt memberikan kekuatan zhahir bathin kpd Gubernur &amp; warganya yg terdampak banjir. Aamiiin.   #AniesDiserangBuzzerIstana  . https://t.co/wi9mgluyw6,"@batasnaluri Astaghfirullohal'azhiim. The rainy season isn't over yet, be careful! Are they aware of the possibility of a bigger flood coming? May Allah swt give the Governor &amp; residents affected by the flood. Amen. #Anies Attacked by Buzzer Palace . https://t.co/wi9mgluyw6"
2020-01-07 16:35:02+00:00,1214586248800587776,Korban Banjir Pondok Gede Permai Butuh Seragam Dan Alat Sekolah #Banjir2020 #RepublikMerdeka https://t.co/cij25C0d5z,Pondok Gede Permai Flood Victims Need Uniforms and School Supplies #Flood2020 #MerdekaRepublic https://t.co/cij25C0d5z
2020-01-07 16:37:32+00:00,1214586880345296897,[VIDEO] Banjir Mulai Surut  BNPB Ingatkan Masyarakat Tetap Waspada Cuaca Ekstrim https://t.co/YpSc4NzADT https://t.co/rMyfHRmbTG,[VIDEO] Floods Begin to Reced BNPB Reminds Public to Remain Alert of Extreme Weather https://t.co/YpSc4NzADT https://t.co/rMyfHRmbTG
2020-01-07 17:22:37+00:00,1214598226474491904,Teringat masa form 3 kelas kemahiran hidup. Goreng mi basah jadi mi banjir 😂,Remembering form 3 life skills classes. Fry wet noodles so the noodles are flooded 😂
2020-01-07 17:31:05+00:00,1214600353175326720,Lha si @yusuf_dumdum bilang Jawa Timur bebas Banjir 😂😂😂,"Well, @yusuf_dumdum said that East Java is flood free 😂😂😂"
2020-01-07 17:32:44+00:00,1214600770252767232,Mohon bantu sebarkan.! Telah hilang kontak tanpa kabar sejak terjadinya Banjir. Dikhawatirkan terbawa arus antrian air saat banjir masuk kedalam rumah. Ciri² korban seperti dlm foto. Bagi yg melihat/mengetahui keberadaannya  mohon segera mnghubungi petugas setempat. Terima kasih. https://t.co/PWeZyCSfwo,"Please help spread the word.! Have lost contact without news since the flood. It is feared that the water will be carried away when the flood enters the house. The victim's characteristics are as in the photo. For those who see/know about his whereabouts, please immediately contact local officials. Thank You. https://t.co/PWeZyCSfwo"
2020-01-07 17:33:40+00:00,1214601004974395392,Selasa  7 Jamuari  KSR PMI Jakarta Selatan beserta TSR @pmikotajaksel &amp; Relawan lainnya memberikan Pelayanan Kesehatan kepada korban banjir di Kel. Petogogan  Kec. Kebayoran baru  Jaksel  #PMI #pmisiapbantu #pelayanankesehatan  Div. INFOKOM KSR PMI UMK. Jakarta Selatan 2018-2020 https://t.co/17Ncrfp9xM,Tuesday 7 Jamuari KSR PMI South Jakarta along with TSR @pmikotajaksel &amp; Other volunteers provide health services to flood victims in Kel. Petogogan District. Kebayoran Baru South Jakarta #PMI #pmisiaphelp #healthcare Div. INFOKOM KSR PMI UMK. South Jakarta 2018-2020 https://t.co/17Ncrfp9xM
2020-01-07 17:35:32+00:00,1214601476460277761,Selasa  7 Januari 2020  @pmikotajaksel membawa truk tangki air bersih dibantu oleh damkar dan mendistribusikannya untuk korban banjir di Kel. Pengadegan  Kec. Pancoran  Jakarta Selatan  Div. INFOKOM KSR PMI UMK Jakarta Selatan 2018-2020 https://t.co/Pb3uFx6e0q,Tuesday 7 January 2020 @pmikotajaksel brought a clean water tanker truck assisted by firefighters and distributed it to flood victims in Kel. District scene. Pancoran South Jakarta Div. INFOKOM KSR PMI UMK South Jakarta 2018-2020 https://t.co/Pb3uFx6e0q
2020-01-07 18:06:33+00:00,1214609278897545217,Pore Block  Inovasi 'Paving Block' Tahan Banjir https://t.co/jBXYk4raoE,Pore ​​Block Innovation 'Paving Block' Flood Resistant https://t.co/jBXYk4raoE
2020-01-07 22:40:29+00:00,1214678216880705536,Tidak mau terjebak mengaitkan masalah banjir dengan kontestasi politik.,Don't want to be trapped in linking the flood problem with political contestation.
2020-01-07 23:05:12+00:00,1214684440351297537,Banjir di SK Nanga Ibun  Kapit awal pagi tadi.Air naik lebih kurang 5 kaki secara mendadak kira2 3 pg tadi. Sekolah tidak dpt beroperasi kerana lantai kelas ditenggelami air.Turut terjejas dewan makan blok pentabiran blok kelas dan blok pra sekolah  Info Guru Besar SK Nanga Ibun https://t.co/auXdvhCgYU,"Flooding at SK Nanga Ibun Kapit early this morning. The water rose approximately 5 feet suddenly at around 3pm this morning. The school couldn't operate because the classroom floors were submerged in water. Also affected were the food board, screening block, classroom block and pre-school block. Information from Professor SK Nanga Ibun https://t.co/auXdvhCgYU"
2020-01-07 23:17:05+00:00,1214687429526863872,@HmfaqihA Yg kiri gubernur banjir pujian Yg kanan gubernur banjir beneran,"@HmfaqihA On the left, the governor is flooded with praise. On the right, the governor is really flooded"
2020-01-07 23:19:00+00:00,1214687911787909125,Terpujilah Pak Basuki. Tetap semangat ya Pak  sehat-sehat. Dan semua titik masalah penyebab banjir besar kemaren segera diatasi sebelum tgl 10-15 Jan. 🙏,"Praise be to Mr Basuki. Keep your spirits up, sir, be healthy. And all the problem points that caused yesterday's big floods will be resolved immediately before January 10-15. 🙏"
2020-01-08 16:40:22+00:00,1214949978809892864,Tim  bagana satkorcab Grobogan Siaga 1 Datangnya banjir Sungai Tuntang meluap https://t.co/4WpEI9QHun,Grobogan Satkorcab Bagana Team Alert 1 Coming flood Tuntang River overflows https://t.co/4WpEI9QHun
2020-01-08 16:58:12+00:00,1214954466090242048,Cocok neh jadi Jubir TGUPP Pem Prov DKI terkait Banjir ..😁😁😁 @4Y4NKZ @FirzaHusain @WR_4AG226 @WagimanDeep @Aryprasetyo85 @narkosun @yarachantique @AnakKolong_ @KakekHalal @KenDedez @WahabisLokal @wisanggeni_084 @CH_chotimah @Dwiyana_DKM dll https://t.co/HMwz5aosxm,Is it suitable to be the spokesperson for the DKI Provincial Government's TGUPP regarding Floods. @Dwiyana_DKM etc https://t.co/HMwz5aosxm
2020-01-08 18:03:42+00:00,1214970950778679296,ㅤ ㅤ Hujan dimana-mana Banjir dimana-mana Kamu dimana?  ㅤㅤ,ㅤ ㅤ Rain everywhere Flood everywhere Where are you? ㅤㅤ
2020-01-08 18:13:06+00:00,1214973316047364096,Fraksi PKS Serahkan Gaji DPR Kepada Korban Banjir Lebak - https://t.co/d6vhyP6enD ⁦@PKSejahtera⁩  ⁦@FPKSDPRRI⁩ ⁦@JazuliJuwaini⁩  https://t.co/a18gXXJCnV,PKS Fraction Hands Over DPR Salaries to Lebak Flood Victims - https://t.co/d6vhyP6enD @PKSejahtera @FPKSDPRRI @JazuliJuwaini https://t.co/a18gXXJCnV
2020-01-08 19:28:12+00:00,1214992214671024129,di Aplikasi jakarta smart city yg saya dan team pernah bangun jaman pak Ahok ada pak  atau kalo mau tinggal disempurnakan lagi request API dari aplikasi pantau banjir ke control room di balai kota.  Sekelas Jakarta loh  mosok iya pake Toa dan Sirine😣 https://t.co/Kj5U36ejmp,"In the Jakarta Smart City application that my team and I built during Pak Ahok's time, there is one, sir, or if you want to just refine it, request the API from the flood monitoring application to the control room at City Hall. Jakarta class, mosok using Toa and Siren😣 https://t.co/Kj5U36ejmp"
2020-01-08 19:54:48+00:00,1214998910701195264,Brebes Banjir  Mari sob .. Do.a kan saudara-saudara kita yang mengalami Kebanjiran dan Aparat petugas serta relawan yang membantu mayarakat korban banjir  di Brebes Jateng.  Semoga di beri Kesabaran  Kekuatan dan… https://t.co/WUrEGSxWKH,"Brebes Flooded Come on, bro... Pray for our brothers and sisters who experienced the flood and the officers and volunteers who helped the flood victims in Brebes, Central Java. May you be given Patience, Strength and… https://t.co/WUrEGSxWKH"
2020-01-08 20:19:54+00:00,1215005225410367488,@Partijon_GL Gak bikin surat terbuka untuk pak Ganjar Pranowo kan Jateng banjir juga bikin dong tagarnya #GantiGubernurJateng https://t.co/Lj5RcU9d89,"@Partijon_GL Didn't you make an open letter to Mr. Ganjar Pranowo, did the Central Java floods also make the hashtag #ChangeGovernor of Central Java https://t.co/Lj5RcU9d89"
2020-01-08 22:00:33+00:00,1215030557354033152,PKB dan NU Depok Gelar Pengobatan Gratis bagi Korban Banjir https://t.co/I9IFcUnj9c,PKB and NU Depok Hold Free Treatment for Flood Victims https://t.co/I9IFcUnj9c
2020-01-08 22:13:01+00:00,1215033695481909248,MOTOR ANTI BANJIR  *masuk got sudah  pake sandal jepit sudah  pangkas dibawah pohon sudah  syuting saat bencana sudah  pake jas hujan 10 ribuan sudah  jadi imam sholat sdh  beli cilok sdh  beli tempe kepasar sdh. Hanya PENCITRAAN model beginian yg blm dilakukan Pleciden SPA-NYOL https://t.co/kP3QU8OVhZ,"ANTI-FLOOD MOTORCYCLE *entered the sewer, already wearing flip-flops, already pruned under a tree, already filming during a disaster, already wearing a 10 thousand raincoat, already become a prayer leader, already bought cilok, already bought tempeh at the market. Only IMAGING of this model has not been done by Pleciden SPA-NYOL https://t.co/kP3QU8OVhZ"
2020-01-08 22:36:38+00:00,1215039636310880259,Team relawan PKS sudah masuk Desa Pasir Madang  salah satu desa yg terisolir pasca banjir bandang Kabupaten Bogor dgn berjalan kaki.  Mereka datang membawa bantuan memakai ransel berisi makanan siap saji  karena yg dibutuhkan warga saat ini salah staunya adalah makanan siap saji https://t.co/yH1K0uW5A7,"The PKS volunteer team has entered Pasir Madang Village, one of the isolated villages after the flash floods in Bogor Regency, on foot. They came with aid wearing backpacks filled with ready-to-eat food because what residents currently need is one of the things ready-to-eat food https://t.co/yH1K0uW5A7"
2020-01-08 22:45:34+00:00,1215041884931805185,Sering kita tak bersyukur..  Bukti Allah menjaga umat yg sholeh.. Ini rumah kyai yg terbebas dari banjir padahal sekitarnya luluh lantak. https://t.co/3yX7qbH1ic,Often we are not grateful.. Proof that Allah protects pious people.. This is a cleric's house which was free from flooding even though the surrounding area was completely destroyed. https://t.co/3yX7qbH1ic
2020-01-08 22:53:00+00:00,1215043754056224768,Kadrun yg suka gonggong  Jokowi: macet dan banjir lebih mudah diatasi jika jadi presiden.  Nanggulangi banjir itu mudah kalau Gabener Kadrun mau me-Naturalisasi 14 sungai di Jakardah  dan Sodetan Sungai Ciliwung ke Banjir Kanal Timur (BKT).  2thn kerja ngapain aja  tong? https://t.co/C80bf4FShI,"Kadrun, who likes to bark at Jokowi: traffic jams and floods are easier to overcome if he becomes president. Overcoming floods is easy if Governor Kadrun wants to naturalize 14 rivers in Jakardah and the Ciliwung River Sodetan into the East Flood Canal (BKT). What have you been doing for 2 years? https://t.co/C80bf4FShI"
2020-01-08 23:07:46+00:00,1215047473657344000,Tinjau Banjir Lebak  Fraksi PKS Serahkan Gaji DPR Kepada Korban https://t.co/ATGzSI31iX,Review of Lebak Floods PKS Fraction Hands Over DPR Salaries to Victims https://t.co/ATGzSI31iX
2020-01-08 23:18:32+00:00,1215050180610772992,Sudah masuk musim penghujan &amp; sering terjadi banjir. Sebaiknya hindari berdekatan atau memegang tiang listrik  krn dikhawatirkan ada kerusakan pada kabel atasnya yg bisa mengalirkan arus listrik pada tiang. https://t.co/uGLq22HuhO,The rainy season has entered &amp; floods often occur. It is best to avoid being close to or holding electric poles because there is concern that there will be damage to the top cable which could transmit electric current to the pole. https://t.co/uGLq22HuhO
2020-01-08 23:25:46+00:00,1215052000645173248,Laut Natuna dicaplok Cina. Jiwasraya dibegal. Polisi bagai tuan takur di film India  berjoget &amp; geleng2 kepala. DPR mandul. KPK bungkam. Presiden kembali kumat  swasembada foto sambil mengenakan jas hujan. Rakyat terseret banjir  buzzer pesta pora nyinyir. Inilah Republik +62.,The Natuna Sea was annexed by China. Jiwasraya was robbed. The police are like masters in Indian films dancing &amp; shook his head. The DPR is barren. The Corruption Eradication Committee is silent. The president once again took photos while wearing a raincoat. People were swept away by a flood of buzzers from loud orgy. Here's Republic +62.
2020-01-08 23:30:25+00:00,1215053171896332292,Bukan hanya Jakarta yang langganan banjir. Negara maju seperti Jepang pun pernah mengalaminya. Namun bukan Jepang namanya  jika tak punya terobosan mengatasi atau mencegah bencana. Negara maju ini ternyata telah memiliki proyek pengendalian..⤵️ . . https://t.co/tS78cPAHHg . . https://t.co/brGhm2mEOT,"It's not just Jakarta that is prone to flooding. Developed countries like Japan have also experienced this. However, it wouldn't be Japan if it didn't have a breakthrough to overcome or prevent disasters. This developed country apparently already has a control project..⤵️ . . https://t.co/tS78cPAHHg . . https://t.co/brGhm2mEOT"
2020-01-08 23:34:45+00:00,1215054262226407424,Hujan deras disertai angin mengguyur wilayah Cikarang dan sekitarnya. Warga waspada banjir. #cikarang #bekasi https://t.co/sUtvJqZhJD,Heavy rain accompanied by wind poured down the Cikarang area and its surroundings. Residents are alert to flooding. #cikarang #bekasi https://t.co/sUtvJqZhJD
2020-01-08 23:35:35+00:00,1215054471320854528,Fakta Banjir Jakarta. Luasan tergenang makin kecil. Waktu pemulihan makin singkat. Padahal curah hujan tertinggi pd 154 th. Siapa bilang tak ada progress penanggulangan banjir di Jakarta? Terimakasih @aniesbaswedan  @jokowi  para gubernur Jkt dan presiden RI sebelum2nya jg https://t.co/lq0bu2CHjl,Jakarta Flood Facts. The flooded area is getting smaller. Recovery time is getting shorter. Even though the highest rainfall was in 154 years. Who says there is no progress in preventing floods in Jakarta? Thank you @aniesbaswedan @jokowi to the previous governors of Jkt and the president of the Republic of Indonesia too https://t.co/lq0bu2CHjl
2020-01-08 23:44:48+00:00,1215056793706983424,Banjir Jakarta menular ke jawa tengah #Banjir #BanjirJawaTengah https://t.co/HCLlaLUnRm,Jakarta floods spread to Central Java #Floods #CentralJawaFloods https://t.co/HCLlaLUnRm
2020-01-08 23:50:04+00:00,1215058118809247744,Kok sekarang banjir dasyat plus 7 korban jiwa malah bungkam  Zaman Ahok banjir ga sehebat sekarang aja berisik terus...??😫,"How come now there are terrible floods plus 7 fatalities but they are silent? During Ahok's era, the floods weren't as great as they are now, they were always noisy...??😫"
2020-01-09 14:46:06+00:00,1215283610283958274,Punya anggaran APBD paling besar diantara semua provinsi tapi buat peringatan banjir keliling pake TOA kaya penjual tahu bulat aja  Anggota TGUPP kalo usul yg agak mikir dikit dnk  Toaaa...😀😁 https://t.co/HbXkeeOw5R,"Has the largest APBD budget among all provinces but for mobile flood warnings using TOA like a round tofu seller, TGUPP members, if the proposal is a little thought out, then Toaaa...😀😁 https://t.co/HbXkeeOw5R"
2020-01-09 15:22:05+00:00,1215292665559781377,Info DWS (Disaster Warning System) atas kenaikan Volume Air Sungai Ciliwung  Pukul 21.00 WIB  namun s.d Pukul 22.00 WIB P.A. Katulampa  Pos Depok &amp; P.A. Manggarai dalam kondisi NORMAL/Siaga 4     dihimbau kepada warga sepanjang bantaran kali agar waspada potensi Genangan/Banjir https://t.co/wSYiYy6iL3,"DWS (Disaster Warning System) information regarding the increase in Ciliwung River Water Volume at 21.00 WIB but until 22.00 WIB P.A. Katulampa Post Depok &amp; P.A. Manggarai is in NORMAL/Alert 4 conditions, residents along the riverbanks are advised to be alert to the potential for Inundation/Flooding https://t.co/wSYiYy6iL3"
2020-01-09 16:05:51+00:00,1215303681387593729,Banjir awal 2020 cara ABAS utk menjatuhkan wibawa Pemerintah Pusat.  Tapi apa yg terjadi? Nama ABAS-lah yg tercoreng. Dia terpeleset oleh sampah2 yg dibuat sendiri. #GubernurTerbodoh  mau diapain aja  tetap terbodoh.  Mau jadi presiden? Mimpi...!!  https://t.co/keE47QDnSo,"The floods in early 2020 were ABAS's way of undermining the authority of the Central Government. But what happened? It was ABAS's name that was tarnished. He slipped on the rubbish he made himself. #The stupidest governor, whatever he wants, he's still the stupidest. Want to be president? Dream...!! https://t.co/keE47QDnSo"
2020-01-09 16:12:17+00:00,1215305299986305024,Tim Advokasi Banjir Jakarta 2020 Nyatakan Anies Nggak Bisa Kerja https://t.co/3kPzZ3Pjdr,2020 Jakarta Flood Advocacy Team Says Anies Can't Work https://t.co/3kPzZ3Pjdr
2020-01-09 16:12:39+00:00,1215305393804414976,Ganjar Tawarkan Bantuan ke Anies soal banjir DKI.  gak lama kemudian semarang diterjang banjir bandang menerjang rumah rumah penduduk  Ganjar pun menarik ucapannya kembali.  Bantuan ke Anies dibatalkan ( begitulah kita kira)  https://t.co/ZieSqHQV7O,"Ganjar Offers Assistance to Anies regarding the DKI floods. Not long after, Semarang was hit by flash floods that hit residents' houses. Ganjar retracted his words. Aid to Anies canceled (that's what we thought) https://t.co/ZieSqHQV7O"
2020-01-09 16:23:49+00:00,1215308201559654400,TRIMULYO GUNTUR DEMAK  dan Sekitarnya  Banjir Jateng siang ini https://t.co/9z4sAF3hQR,TRIMULYO GUNTUR DEMAK and Surroundings Flooded Central Java this afternoon https://t.co/9z4sAF3hQR
2020-01-09 16:35:38+00:00,1215311175832915968,Padang banjir Lah ado yg komen “baa sumbar ka maju?”,"Padang is flooded. Someone commented ""Baa Sumatra, are you progressing?"""
2020-01-09 16:49:48+00:00,1215314739728809984,konteks: beberapa hari sebelum banjir besar malam tahun baru  Jakarta sempat hujan deras dan bikin beberapa daerah di Senayan terendam banjir. Bukannya sadar kalau kota ini memang bermasalah menampung air hujan  malah bertanya di mana banjir besarnya. Buzzer gubernur memang top. https://t.co/0UAZxuhsNO,"context: a few days before the big flood on New Year's Eve, Jakarta experienced heavy rain and flooded several areas in Senayan. Instead of realizing that this city has problems collecting rainwater, they instead ask where the big floods are. The governor's buzzer is indeed top. https://t.co/0UAZxuhsNO"
2020-01-09 16:51:44+00:00,1215315227979452417,Esok kita berjumpa lagi ya  sambil berdonasi untuk teman-teman kita yang membutuhkan karna banjir besar kemarin. 🙏 https://t.co/Iyd0QftdA9,Tomorrow we will meet again while donating to our friends who are in need because of yesterday's big flood. 🙏 https://t.co/Iyd0QftdA9
2020-01-09 17:28:33+00:00,1215324493129879553,Sore ini mari mendiskusikan ttg banjir Jakarta bersama @kemisan_gm https://t.co/e3W4LC5fgS,This afternoon let's discuss the Jakarta floods with @kemisan_gm https://t.co/e3W4LC5fgS
2020-01-09 17:38:54+00:00,1215327099424329729,@abahnyanong @aniesbaswedan ini juga bagian dr Program Pencegahan dan antisipasi Banjir..  https://t.co/5gtF65MRMb,@abahnyanong @aniesbaswedan This is also part of the Flood Prevention and Anticipation Program.. https://t.co/5gtF65MRMb
2020-01-09 17:47:57+00:00,1215329375723220992,Normalisasi sungai yang abnormal.  Sungai Ciliwung di Jakarta Selatan masih relatif NORMAL &amp; NATURAL. Banyak pepohonan. Bantaran sungai sebagai dataran banjir. Air bisa meresap tanah  diserap pohon  dan… https://t.co/ze6SaiQRIP,"Normalization of abnormal rivers. The Ciliwung River in South Jakarta is still relatively NORMAL &amp; NATURAL. Lots of trees. River banks as flood plains. Water can seep into the soil, be absorbed by trees and... https://t.co/ze6SaiQRIP"
2020-01-09 17:51:46+00:00,1215330334323044352,Meski hujan  Gubernur DKI Jakarta  @aniesbaswedan tetap mengeruk lumpur sisa banjir yang menggenangi daerah ini.  #BukanPencitraan #AniesKerjaNyata #AniesKerjaLuarBiasa #AniesDiserangBuzzerIstana https://t.co/By1lSpKVAg,"Even though it is raining, the Governor of DKI Jakarta @aniesbaswedan is still dredging up the mud left by the floods that inundated this area. #NotPencitraan #AniesKerjaNyata #AniesKerjaLuarBiasa #AniesDiserangBuzzerIstana https://t.co/By1lSpKVAg"
2020-01-09 19:14:54+00:00,1215351259097595907,i know that marriage couldn't always be like butterflies and rainbows  marriage sometimes could be storm or banjir kelantan,i know that marriage couldn't always be like butterflies and rainbows marriage sometimes could be storm or flood kelantan
2020-01-09 19:21:25+00:00,1215352895605895168,Ide yang sangat brilian sekali... Pak RW nya keliling pake TOA ngabari para warga kalau banjir telah tiba... 😀 Wah... Pastinya akan ada tender pembelian TOA nih... 😀 😀 😀 Menurut hemat saya kok mending sungai dan waduknya yang di buat normal... https://t.co/GOHpwj9tCw,"What a brilliant idea... The RW goes around using TOA informing the residents that the flood has arrived... 😀 Wow... There will definitely be a tender to purchase TOA... 😀 😀 😀 In my opinion, it's better for rivers and reservoirs which is made normal... https://t.co/GOHpwj9tCw"
2020-01-09 22:31:05+00:00,1215400626756055040,Udah sehari semalam ujan. Semoga aja enggak banjir😓 https://t.co/0NEdcuRxKU,It's been raining all day and night. Let's just hope it doesn't flood😓 https://t.co/0NEdcuRxKU
2020-01-09 22:40:03+00:00,1215402883157356544,Di Bengkel Ini Motor Korban Banjir Ganti Oli Hanya Rp10 Ribu https://t.co/RJRjXfrHyP,"In this workshop, flood victims' motorbikes change oil for only Rp. 10 thousand https://t.co/RJRjXfrHyP"
2020-01-09 23:19:30+00:00,1215412812798820352,Bukan retak tapi rengat .. Bukan banjir tapi genangan .. Bukan normalisasi tapi naturalisasi .. Bukan begooo tapi goblokkkkk ..,Not cracks but wrinkles.. Not floods but puddles.. Not normalization but naturalization.. Not stupid but stupid..
2020-01-09 23:28:04+00:00,1215414967169536002,Pergantian jaga posko banjir Pagi ini untuk melanjutkan tugas pembagian bantuan kepada warga Gubug Grobogan  #BanserTanggapBencana   @nucare_lazisnu  @nahdlatululama  @nu_online https://t.co/GDf1QAwaZr,Change of guard at the flood post this morning to continue the task of distributing aid to the residents of Gubug Grobogan #BanserTrespondBencana @nucare_lazisnu @nahdlatululama @nu_online https://t.co/GDf1QAwaZr
2020-01-09 23:31:38+00:00,1215415866046603264,Selamat pagi semua!   Film dibawah cuma 15 menit-an tapi dari situ bakal bisa tahu apa yang terjadi pada daerah Bukit Duri yg dilewati Ciliwung yg telah dibeton pada saat hujan lokal ekstrim maupun saat banjir kiriman.  Informasi singkat bagi yg tanya dampak betonisasi.,Good morning everyone! The film below is only 15 minutes long but from there you will be able to find out what happens to the Bukit Duri area which passes through Ciliwung which has been concreted during extreme local rain or during floods. Brief information for those who ask about the impact of concretion.
2020-01-10 14:27:48+00:00,1215641395727257601,@DK_2_INDONESIA @syafrinkar @utuntauk @Za121325 @Anggraini_4yu Ternyata banjir menyisakan tabir yg terbuka  semoga tabir BPJS  Asabri terbuka oleh banjir...🙈🙈🙈,"@DK_2_INDONESIA @syafrinkar @utuntauk @Za121325 @Anggraini_4yu It turns out that the flood left a veil open, hopefully the BPJS Asabri veil will be opened by the flood...🙈🙈🙈"
2020-01-10 15:07:18+00:00,1215651335598694401,Lapan: Gerhana Bulan Penumbra Bisa Timbulkan Banjir Rob https://t.co/Z77GJcW45a,Lapan: Penumbral Lunar Eclipse Could Cause Floods https://t.co/Z77GJcW45a
2020-01-10 15:37:57+00:00,1215659046327353345,"me when people's ask  okay keeeee?"" when u really really not okay laaaa. fuh banjir terus  siap sedu sedu","me when people's ask okay keeeee?"" when u really really not okay laaaa. fuh the flood keeps getting ready to sob"
